tweetId,tweetReply,tweetRetweet,tweetLike,tweetView,topReply,topRetweet,topLike,topView,replyReply,replyRetweet,replyLike,replyView,webAccess,webComment,webOrder,webRate,webUser,tweetFollower,tweetFollowing,userFollower,userFollowing
663f832bbb1eaba927ed8002,10,16,99,1304,1,0,0,26,0,0,0,0,0,0,0,0,0,13600,13100,3,14
663f832abb1eaba927ed7ffe,23,3,33,6175,1,0,2,90,0,0,0,0,0,0,0,0,0,32900,2,3,14
663f81ffbb1eaba927ed7fdb,24,25,99,1,5,11,41,41,0,0,0,0,0,0,0,0,0,2159,257,39,39
663f81ffbb1eaba927ed7fd7,67,1049,3166,76,2,1,7,7,0,0,0,0,0,0,0,0,0,1600000,1432,39,39
663f81ffbb1eaba927ed7fd3,24,17,35,594,1,0,1,9,0,0,0,0,0,0,0,0,0,7231,4453,39,39
663f81febb1eaba927ed7fcf,39,991,1219,11,0,0,1,1,0,0,0,0,0,0,0,0,0,1131,1094,39,39
663f81febb1eaba927ed7fcb,17,60,92,7979,37,170,467,1682584,0,0,0,0,0,0,0,0,0,4430,3114,39,39
663f81febb1eaba927ed7fc7,18,16,107,3405,26,37,563,1688077,0,0,0,0,0,0,0,0,0,34300,19200,39,39
663f7ac1bb1eaba927ed7f2a,101,71,247,14213,20,25,157,800382,0,0,0,0,0,0,0,0,0,11000,205,39,39
663f7ac0bb1eaba927ed7f26,13,6,39,1434,0,0,5,54,0,0,0,0,0,0,0,0,0,11000,205,39,39
663f7ac0bb1eaba927ed7f22,31,28,93,6721,2,0,7,224,0,0,0,0,0,0,0,0,0,11000,205,39,39
663f7909bb1eaba927ed7ef3,20,41,143,8695,1,0,1,28,0,0,0,0,0,0,0,0,0,17900,2195,39,39
663f7909bb1eaba927ed7eef,38,39,178,2109,1,0,3,22,0,0,0,0,0,0,0,0,0,10200,8943,39,39
663f7908bb1eaba927ed7ee1,18,57,305,8,5,24,224,224,0,0,0,0,0,0,0,0,0,63300,887,39,39
663f7908bb1eaba927ed7ed6,240,673,2440,101346,6,22,110,2190,0,0,0,0,0,0,0,0,0,30100,14900,39,39
663e6cedd2b04cb60c80b590,41,51,333,17185,2,4,68,1576,0,0,0,0,0,0,0,0,0,42000,268,39,39
663e6cedd2b04cb60c80b58c,18,63,237,6927,1,0,4,96,0,0,0,0,0,0,0,0,0,26900,3304,39,39
663e6cedd2b04cb60c80b588,37,13,87,3363,0,0,8,159,0,0,0,0,0,0,0,0,0,2432,1695,39,39
663e6cedd2b04cb60c80b584,18,134,588,6031,0,1,5,267,0,0,0,0,0,0,0,0,0,2584,288,39,39
663e6cedd2b04cb60c80b580,149,163,374,14746,0,1,8,152,0,0,0,0,0,0,0,0,0,4670,3071,39,39
663e6cedd2b04cb60c80b57c,33,10,164,3199,1,0,8,107,0,0,0,0,0,0,0,0,0,6140,2148,39,39
663e6cecd2b04cb60c80b578,75,23,113,1514,1,0,1,3,0,0,0,0,0,0,0,0,0,3605,1012,39,39
663e6cecd2b04cb60c80b574,154,3454,67147,2586878,7,115,2130,116902,0,0,0,0,0,0,0,0,0,14500,573,39,39
663e6cecd2b04cb60c80b56d,46,57,135,3547,1,2,11,256,0,0,0,0,0,0,0,0,0,10400,2413,39,39
663e6cecd2b04cb60c80b569,14,9,34,1132,1,0,1,8,0,0,0,0,0,0,0,0,0,9786,3169,39,39
663e6cecd2b04cb60c80b565,22,50,92,10117,2,0,28,759,0,0,0,0,0,0,0,0,0,20300,1929,39,39
663e6cebd2b04cb60c80b561,21,13,66,4936,20,5,26,3822,0,0,0,0,0,0,0,0,0,5156,3829,39,39
663e6cebd2b04cb60c80b55d,14,2,16,219,1,0,1,10,0,0,0,0,0,0,0,0,0,490,794,39,39
663e6cead2b04cb60c80b54f,14,8,30,2244,1,0,8,909,0,0,0,0,0,0,0,0,0,3663,2423,39,39
663e6b0ad2b04cb60c80b509,74,12,117,1592,1,0,1,36,0,0,0,0,0,0,0,0,0,7321,2306,39,39
663e6b0ad2b04cb60c80b505,10,96,115,3174,0,0,4,35,0,0,0,0,0,0,0,0,0,6605,4365,39,39
663e6b0ad2b04cb60c80b501,57,5946,44646,540404,1,1,504,6371,0,0,0,0,0,0,0,0,0,114300,1080,39,39
663e6b0ad2b04cb60c80b4fd,397,981,8726,100225,2,4,79,1113,0,0,0,0,0,0,0,0,0,134600,973,39,39
663e6b09d2b04cb60c80b4f9,21,15,21,3680,1,1,2,266,0,0,0,0,0,0,0,0,0,1373,645,39,39
663e6b09d2b04cb60c80b4f5,36,128,524,13896,0,1,6,215,0,0,0,0,0,0,0,0,0,54600,8,39,39
663e6b09d2b04cb60c80b4f1,77,79,85,1248,0,0,2,5,0,0,0,0,0,0,0,0,0,837,180,39,39
663e6b09d2b04cb60c80b4ed,141,95,367,22048,0,0,1,7,0,0,0,0,0,0,0,0,0,137400,412,39,39
663e6b09d2b04cb60c80b4e6,10,15,30,278,1,0,1,6,0,0,0,0,0,0,0,0,0,5274,3950,39,39
663e6b08d2b04cb60c80b4e2,14,7,21,231,0,0,1,2,0,0,0,0,0,0,0,0,0,1107,1211,39,39
663e6b08d2b04cb60c80b4de,24,14,49,758,1,0,1,13,0,0,0,0,0,0,0,0,0,5839,1993,39,39
663e6b08d2b04cb60c80b4da,13,7,21,250,0,0,2,16,0,0,0,0,0,0,0,0,0,1107,1211,39,39
663e6b08d2b04cb60c80b4d0,50,18,101,3595,1,0,4,58,0,0,0,0,0,0,0,0,0,936,1698,39,39
663e6942d2b04cb60c80b485,11,17,78,14137,8,0,7,1656,0,0,0,0,0,0,0,0,0,3.037,281,3,14
663e6942d2b04cb60c80b481,26,15,35,2009,0,1,10,33771,0,0,0,0,0,0,0,0,0,4.521,2.686,3,14
663e6942d2b04cb60c80b47d,130,132,74,14593,26,143,376,1374663,0,0,0,0,0,0,0,0,0,5.021,2.146,3,14
663e6942d2b04cb60c80b479,11,22,518,27335,0,4,417,9731,0,0,0,0,0,0,0,0,0,38,525,3,14
663e6942d2b04cb60c80b475,13,16,117,16544,172,246,2817,4680978,0,0,0,0,0,0,0,0,0,808,309,3,14
663e6942d2b04cb60c80b471,168,180,112,25755,0,0,1,86,0,0,0,0,0,0,0,0,0,2.101,603,3,14
663e6941d2b04cb60c80b46d,15,47,674,25674,0,0,1,33,0,0,0,0,0,0,0,0,0,38,525,3,14
663e6941d2b04cb60c80b469,33,47,238,4,5,9,55,2,0,0,0,0,0,0,0,0,0,33,556,3,14
663e6941d2b04cb60c80b459,14,0,17,410,7,111,82,288681,0,0,0,0,0,0,0,0,0,622,1.441,3,14
663e6940d2b04cb60c80b455,15,0,18,361,17,38,430,719729,0,0,0,0,0,0,0,0,0,1.858,2.034,3,14
663e6940d2b04cb60c80b44e,21,83,1079,1079,17,38,430,719729,0,0,0,0,0,0,0,0,0,37,23,3,14
663e6940d2b04cb60c80b447,17,1,10,501,275,30,1177,1623974,0,0,0,0,0,0,0,0,0,2.511,2.143,3,14
663e658cd2b04cb60c80b3b8,40,108,192,36399,1,0,1,292,0,0,0,0,0,0,0,0,0,2682,68,3,14
663e658cd2b04cb60c80b3b4,30,26,43,2862,1,0,1,34,0,0,0,0,0,0,0,0,0,3768,246,3,14
663e658bd2b04cb60c80b3b0,22,13,43,11350,0,0,1,46,0,0,0,0,0,0,0,0,0,377500,21,3,14
663e658bd2b04cb60c80b3ac,16,31,125,5640,1,0,2,116,0,0,0,0,0,0,0,0,0,110,311,3,14
663e658bd2b04cb60c80b3a8,11,32,130,19102,0,0,1,69,0,0,0,0,0,0,0,0,0,20100,60,3,14
663e658ad2b04cb60c80b3a4,13,3,27,528,1,2,4,11,0,0,0,0,0,0,0,0,0,2923,2188,3,14
663e658ad2b04cb60c80b3a0,119,110,266,8252,1,0,0,70,0,0,0,0,0,0,0,0,0,43600,706,3,14
663e658ad2b04cb60c80b39c,15,15,43,3866,0,0,8,373,0,0,0,0,0,0,0,0,0,21100,300,3,14
663e6589d2b04cb60c80b398,72,44,68,991,0,1,1,8,0,0,0,0,0,0,0,0,0,84900,30500,3,14
663e6588d2b04cb60c80b38e,31,17,32,387,1,1,0,35,0,0,0,0,0,0,0,0,0,84900,30500,3,14
663e6588d2b04cb60c80b38a,67,21,22,51621,1,12,169,1255,0,0,0,0,0,0,0,0,0,1400000,541,3,14
663e6587d2b04cb60c80b386,55,165,432,12178,2,4,22,260,0,0,0,0,0,0,0,0,0,92700,1891,3,14
663e6587d2b04cb60c80b382,24,17,168,7439,3,4,33,491,0,0,0,0,0,0,0,0,0,2354,1450,3,14
663e6586d2b04cb60c80b37b,76,24,98,19025,0,0,2,297,0,0,0,0,0,0,0,0,0,6008,605,3,14
663e6586d2b04cb60c80b374,11,1,2,760,0,0,0,20,0,0,0,0,0,0,0,0,0,35,44,3,14
663e648bd2b04cb60c80b36f,39,403,4312,118293,1,0,11,1966,0,0,0,0,0,0,0,0,0,20500,119,39,39
663e648ad2b04cb60c80b36b,19,110,382,4783,0,0,1,20,0,0,0,0,0,0,0,0,0,1481,424,39,39
663e6489d2b04cb60c80b35e,42,70,164,18853,0,0,4,160,0,0,0,0,0,0,0,0,0,6726,256,39,39
663e6489d2b04cb60c80b35a,13,5,22,467,1,0,1,17,0,0,0,0,0,0,0,0,0,503,414,39,39
663e6488d2b04cb60c80b353,34,47,112,1527,2,2,5,70,0,0,0,0,0,0,0,0,0,2010,1343,39,39
663dda878a8c08fdc36bde91,71,139,952,34399,2,1,11,1055,0,0,0,0,0,0,0,0,0,43600,679,3,14
663dda878a8c08fdc36bde8a,65,62,60,2070,1,0,2,85,0,0,0,0,0,0,0,0,0,1379,1358,3,14
663dda868a8c08fdc36bde86,28,20,254,27654,1,0,4,219,0,0,0,0,0,0,0,0,0,259,266,3,14
663dda868a8c08fdc36bde82,15,14,245,9403,1,0,2,97,0,0,0,0,0,0,0,0,0,106000,6583,3,14
663dda858a8c08fdc36bde75,17,60,130,31658,0,0,3,2415,0,0,0,0,0,0,0,0,0,6474,20,3,14
663dda848a8c08fdc36bde71,28,42,161,70887,13,6,35,19246,0,0,0,0,0,0,0,0,0,36600,3607,3,14
663dda848a8c08fdc36bde6d,12,35,35,2198,0,0,0,9,0,0,0,0,0,0,0,0,0,57,13,3,14
663dda848a8c08fdc36bde69,43,5,41,10894,1,0,30,283,0,0,0,0,0,0,0,0,0,2067,2261,3,14
663dda838a8c08fdc36bde65,19,17,123,14914,0,0,5,141,0,0,0,0,0,0,0,0,0,2067,2261,3,14
663dda838a8c08fdc36bde61,134,48,69,2214,0,1,1,64,0,0,0,0,0,0,0,0,0,6410,124,3,14
663dda828a8c08fdc36bde5d,26,8,33,1362,0,0,0,13,0,0,0,0,0,0,0,0,0,13700,53,3,14
663dda828a8c08fdc36bde59,16,1,5,878,3,0,2,104,0,0,0,0,0,0,0,0,0,129,265,3,14
663dd71e8a8c08fdc36bde52,13,3,10,1,4,1,13,13,0,0,0,0,0,0,0,0,0,1787,364,0,0
663dd71e8a8c08fdc36bde4e,39,28,488,2,0,0,2,2,0,0,0,0,0,0,0,0,0,4065,1377,0,0
663dd71e8a8c08fdc36bde4a,22,8,215,11,1,1,1,1,0,0,0,0,0,0,0,0,0,73,78,0,0
663dd6e18a8c08fdc36bde41,260,410,1384,188709,36,1,30,3472,0,0,0,0,0,0,0,0,0,296,32,0,0
663dd6e08a8c08fdc36bde3d,33,96,478,23137,8,1,13,298,0,0,0,0,0,0,0,0,0,478,1553,0,0
663dd6e08a8c08fdc36bde35,35,85,215,3430,1,6,10,276,0,0,0,0,0,0,0,0,0,509,265,0,0
663dd4218a8c08fdc36bddea,14,3,20,3217,1,0,2,110,0,0,0,0,0,0,0,0,0,11100,1143,0,0
663dd4218a8c08fdc36bdde6,33,21,51,6901,2,3,11,509,0,0,0,0,0,0,0,0,0,9926,426,0,0
663dd4208a8c08fdc36bdde2,3705,2371,29397,1033873,268,190,2700,294202,0,0,0,0,0,0,0,0,0,1514,1038,0,0
663dd4208a8c08fdc36bddde,80,26,87,8036,7,0,1,69,0,0,0,0,0,0,0,0,0,163,264,0,0
663dd4208a8c08fdc36bddda,46,36,170,4040,2,0,3,68,0,0,0,0,0,0,0,0,0,10300,8064,0,0
663dd41f8a8c08fdc36bddd6,29,53,437,36113,1,0,6,699,0,0,0,0,0,0,0,0,0,290,1577,0,0
663dd41f8a8c08fdc36bddd2,20,36,162,13630,1,0,6,206,0,0,0,0,0,0,0,0,0,101800,37100,0,0
663dc6e85cb0d6a45d927bc4,27,21,116,116,2,4,151,733719,0,0,0,0,0,0,0,0,0,374,463,0,0
663dc6e85cb0d6a45d927bc0,11,0,67,67,2,9,178,735239,0,0,0,0,0,0,0,0,0,2.315,889,0,0
663dc6e85cb0d6a45d927bbc,16,16,66,2,920,505,3881,1775447,0,0,0,0,0,0,0,0,0,4.826,387,0,0
663dc6e75cb0d6a45d927bb8,10,14,152,152,1,0,1,1,0,0,0,0,0,0,0,0,0,1.996,1.617,0,0
663dc6e75cb0d6a45d927bb4,43,495,1149,123086,5,4,52,3549,0,0,0,0,0,0,0,0,0,391,2.979,0,0
663dc0225cb0d6a45d927bad,24,81,2124,7,0,0,12,12,0,0,0,0,0,0,0,0,0,3267,544,0,0
663dc0225cb0d6a45d927ba9,30,192,609,97053,3,0,11,1469,0,0,0,0,0,0,0,0,0,4007,377,0,0
663dc0225cb0d6a45d927ba5,29,18,233,2599,1,0,1,1,0,0,0,0,0,0,0,0,0,1155,1691,0,0
663dc0215cb0d6a45d927ba1,20,104,432,54153,2,10,46,6776,0,0,0,0,0,0,0,0,0,257200,810,0,0
663dc0215cb0d6a45d927b9d,12,29,134,6,1,0,4,4,0,0,0,0,0,0,0,0,0,702,1292,0,0
663dc0215cb0d6a45d927b99,13,8,75,5059,1,3,11,412,0,0,0,0,0,0,0,0,0,3902,848,0,0
663dc0215cb0d6a45d927b95,78,212,971,40552,8,26,138,4012,0,0,0,0,0,0,0,0,0,64400,222,0,0
663dc0215cb0d6a45d927b91,10,20,77,2,0,2,3,3,0,0,0,0,0,0,0,0,0,1523,999,0,0
663dc0205cb0d6a45d927b89,18,18,94,1027,0,0,2,3,0,0,0,0,0,0,0,0,0,8801,3250,0,0
663dc0205cb0d6a45d927b85,97,70,410,3175,0,0,2,35,0,0,0,0,0,0,0,0,0,8801,3250,0,0
663dc0205cb0d6a45d927b81,13,39,161,7766,1,0,3,94,0,0,0,0,0,0,0,0,0,16300,12200,0,0
663dc0205cb0d6a45d927b79,13,53,59,1523,0,0,1,16,0,0,0,0,0,0,0,0,0,10400,9871,0,0
663dc01f5cb0d6a45d927b75,108,1267,7394,627561,4,0,23,1931,0,0,0,0,0,0,0,0,0,128200,4352,0,0
663dc01f5cb0d6a45d927b71,20,56,267,8649,1,0,4,51,0,0,0,0,0,0,0,0,0,1800000,221,0,0
663daa6b78c572f522656d1f,31,39,479,75629,10,0,106,36211,0,0,0,0,0,0,0,0,0,142600,320,0,0
663daa6b78c572f522656d1b,33,17,182,5691,0,0,3,96,0,0,0,0,0,0,0,0,0,30700,188,0,0
663daa6a78c572f522656d17,47,17,245,2622,1,0,2,24,0,0,0,0,0,0,0,0,0,22900,19900,0,0
663da51578c572f522656cc4,139,276,690,7904,0,7,9,128,0,0,0,0,0,0,0,0,0,75000,863,0,0
663da51578c572f522656cc0,43,59,339,35865,0,0,15,764,0,0,0,0,0,0,0,0,0,41200,648,0,0
663da51578c572f522656cbc,59,69,223,57654,1,1,17,329,0,0,0,0,0,0,0,0,0,8800000,249,0,0
663da51478c572f522656cb8,28,88,349,59043,3,16,36,1163,0,0,0,0,0,0,0,0,0,3103,22,0,0
663da51478c572f522656cb4,28,129,220,33535,2,0,15,122,0,0,0,0,0,0,0,0,0,9065,8325,0,0
663da51478c572f522656cb0,26,13,42,8027,2,8,23,229,0,0,0,0,0,0,0,0,0,222000,1717,0,0
663da51478c572f522656ca8,33,185,601,24458,1,3,12,434,0,0,0,0,0,0,0,0,0,5802,1358,0,0
663d8f47071e7b72289edd18,20,175,937,83467,5,0,95,3005,0,0,0,0,4,0,0,0,0,3487,5028,0,3
663d8f47071e7b72289edd14,61,206,844,47525,1,1,5,169,0,0,0,0,0,0,0,0,0,2000000,120100,0,3
663d8f47071e7b72289edd10,13,24,284,11816,3,0,9,264,0,0,0,0,0,0,0,0,0,243,279,0,3
663d8f46071e7b72289edd0c,30,48,149,4517,1,1,1,83,0,0,0,0,0,0,0,0,0,1384,449,0,3
663d8f46071e7b72289edd08,65,3141,15351,363861,0,0,11,3652,0,0,0,0,0,0,0,0,0,964,302,0,3
663d8f46071e7b72289edd04,39,1511,4758,51767,1,0,1,58,0,0,0,0,0,0,0,0,0,1745,180,0,3
663d8f46071e7b72289edd00,23,1955,8615,131499,0,0,11,2531,0,0,0,0,0,0,0,0,0,950,58,0,3
663d8f46071e7b72289edcfc,73,3022,7116,737238,2,34,304,9965,0,0,0,0,0,0,0,0,0,35600,3248,0,3
663d8f45071e7b72289edcf8,55,5208,15990,213920,0,15,103,6523,0,0,0,0,0,0,0,0,0,2176,203,0,3
663d8f45071e7b72289edcf4,178,19731,51492,476058,0,0,2,782,0,0,0,0,0,0,0,0,0,145600,191,0,3
663d8f45071e7b72289edcf0,905,23743,254188,18424499,31,696,8541,453425,0,0,0,0,0,0,0,0,0,4000000,567,0,3
663d8f45071e7b72289edcec,335,20440,70439,1013923,0,8,88,2990,0,0,0,0,0,0,0,0,0,120600,97,0,3
663d8f45071e7b72289edce8,20,6629,38177,512251,1,0,161,9942,0,0,0,0,0,0,0,0,0,606,100,0,3
663d877f071e7b72289edc8e,168,6955,9264,186726,4,3,33,80299,0,0,0,0,0,0,0,0,0,35300,5,0,3
663d877f071e7b72289edc8a,100,2078,9840,98039,0,0,10,834,0,0,0,0,0,0,0,0,0,36400,2001,0,3
663d877e071e7b72289edc86,33,245,1478,53479,3,20,125,9489,0,0,0,0,0,0,0,0,0,750700,1439,0,3
663d877e071e7b72289edc82,27,266,1091,87817,0,0,2,532,0,0,0,0,0,0,0,0,0,3600000,645,0,3
663d877e071e7b72289edc7e,51,3,61,401,755,403,3711,1875717,0,0,0,0,0,0,0,0,0,2661,2682,0,3
663d877d071e7b72289edc7a,26,64,344,17825,1106,797,5714,2990158,0,0,0,0,0,0,0,0,0,107200,406,0,3
663d877d071e7b72289edc76,15,5,17,958,1,0,1,6,0,0,0,0,0,0,0,0,0,2395,2787,0,3
663d877d071e7b72289edc72,23,2,20,959,1,0,1,54,0,0,0,0,0,0,0,0,0,1514,1793,0,3
663d877c071e7b72289edc6e,21,16,131,1886,48,16,1057,2009157,0,0,0,0,0,0,0,0,0,3299,3157,0,3
663d877c071e7b72289edc6a,13,5,40,2544,275,30,1169,1592825,0,0,0,0,0,0,0,0,0,1555,85,0,3
663d877b071e7b72289edc66,67,12,150,6909,1,0,5,135,0,0,0,0,0,0,0,0,0,1870,286,0,3
663d877b071e7b72289edc62,130,37,629,25117,16,23,440,1546413,0,0,0,0,0,0,0,0,0,3299,3157,0,3
663d877b071e7b72289edc5e,31,24,196,15302,23,43,183,247296,0,0,0,0,0,0,0,0,0,673,299,0,3
663d877a071e7b72289edc5a,29,6,13,3163,18,14,75,368617,0,0,0,0,0,0,0,0,0,195,29,0,3
663d8458071e7b72289edc53,12,20,60,3924,1,0,3,179,0,0,0,0,0,0,0,0,0,1008,821,0,3
663d8458071e7b72289edc4f,102,440,1865,114717,6,0,4,2461,0,0,0,0,0,0,0,0,0,73300,264,0,3
663d8458071e7b72289edc4b,112,192,790,16167,4,7,38,324,0,0,0,0,0,0,0,0,0,41200,874,0,3
663d8457071e7b72289edc47,19,63,112,2069,1,0,6,116,0,0,0,0,0,0,0,0,0,10000,792,0,3
663d8457071e7b72289edc43,23,254,1275,38405,1,0,33,1343,0,0,0,0,0,0,0,0,0,398,318,0,3
663d8457071e7b72289edc3f,19896,21939,21865,104419,2,7,24,26628,0,0,0,0,0,0,0,0,0,44100,432,0,3
663d8457071e7b72289edc3b,36,192,2342,48337,2,0,61,1947,0,0,0,0,0,0,0,0,0,22300,234,0,3
663d8457071e7b72289edc37,16,27,118,12374,1,0,1,94,0,0,0,0,0,0,0,0,0,6633,1150,0,3
663d8457071e7b72289edc33,26,2317,25557,408380,6,4,385,8299,0,0,0,0,0,0,0,0,0,2350,52,0,3
663d816e071e7b72289edc2c,17,3869,11591,240573,56,1243,5668,164634,0,0,0,0,0,0,0,0,0,206,274,0,3
663d816d071e7b72289edc28,107,5768,35902,2044433,0,12,407,42172,0,0,0,0,0,0,0,0,0,6.544,516,0,3
663d816d071e7b72289edc24,49,26,292,29506,1,0,9,24,0,0,0,0,0,0,0,0,0,5.65,5.858,0,3
663d816d071e7b72289edc20,12,3,28,1282,19,129,255,882368,0,0,0,0,0,0,0,0,0,541,138,0,3
663d816d071e7b72289edc1c,10,5,57,6513,3,13,54,194785,0,0,0,0,0,0,0,0,0,430,245,0,3
663d816c071e7b72289edc18,26,288,337,16025,2,0,2,148,0,0,0,0,0,0,0,0,0,2.068,1.173,0,3
663d816c071e7b72289edc14,78,31,377,9499,77,290,2453,3137624,0,0,0,0,0,0,0,0,0,116,485,0,3
663d816c071e7b72289edc10,76,33,381,15508,27,10,85,278931,0,0,0,0,0,0,0,0,0,725,684,0,3
663d816c071e7b72289edc0c,10,7,54,8565,0,0,4,191,0,0,0,2,0,0,0,0,0,512,530,0,3
663d816b071e7b72289edc08,21,44,405,30928,1,4,16,456,0,0,0,0,0,0,0,0,0,200,474,0,3
663d816b071e7b72289edc04,24,12,114,4958,3,0,4,116,0,0,0,0,0,0,0,0,0,725,684,0,3
663d816b071e7b72289edc00,27,13,145,4989,1,0,1,34,0,0,0,0,0,0,0,0,0,725,684,0,3
663d7ecc071e7b72289edbf7,102,995,4364,418283,6,76,232,262135,0,0,0,0,0,0,0,0,0,156500,69,0,3
663d7ecc071e7b72289edbf3,18,19,180,7035,22,31,130,236718,0,0,0,0,0,0,0,0,0,42700,10200,0,3
663d7ecc071e7b72289edbef,110,597,3707,479793,2,7,142,649180,0,0,0,0,0,0,0,0,0,4512,4028,0,3
663d7ecc071e7b72289edbeb,128,47,245,47959,23,43,181,245163,0,0,0,0,0,0,0,0,0,1987,521,0,3
663d7ecc071e7b72289edbe7,20,93,74,4310,19,128,254,878578,0,0,0,0,0,0,0,0,0,10300,275,0,3
663d7ecb071e7b72289edbe3,24,32,102,6078,103,193,1027,1323484,0,0,0,0,0,0,0,0,0,821,71,0,3
663d7ecb071e7b72289edbdf,21,20,257,7451,0,0,2,41,0,0,0,2,0,0,0,0,0,1972,1956,0,3
663d7ecb071e7b72289edbdb,45,191,159,5993,1,0,4,290,0,0,0,0,0,0,0,0,0,10300,275,0,3
663d7ecb071e7b72289edbd7,15,3,23,472,0,0,2,11,0,0,0,0,0,0,0,0,0,62,30,0,3
663d7ecb071e7b72289edbd3,11,7,19,893,19,128,254,877348,0,0,0,0,0,0,0,0,0,14,24,0,3
663d7eca071e7b72289edbcf,20,26,106,6350,14,15,90,569502,0,0,0,0,0,0,0,0,0,821,71,0,3
663d7eca071e7b72289edbcb,35,8,43,2359,915,503,3861,1756023,0,0,0,0,0,0,0,0,0,655,612,0,3
663d7eca071e7b72289edbc7,14,33,122,4399,754,401,3709,1872402,0,0,0,0,0,0,0,0,0,4435,500,0,3
663d7eca071e7b72289edbc3,19,5,34,1049,754,401,3709,1872402,0,0,0,0,0,0,0,0,0,655,612,0,3
663d7eca071e7b72289edbbf,18,3,29,1319,1,1,1,32,0,0,0,0,0,0,0,0,0,655,612,0,3
663d7eca071e7b72289edbbb,55,59,57,4531,27,10,85,278655,0,0,0,0,0,0,0,0,0,7755,671,0,3
663d7ec9071e7b72289edbb4,65,10,82,3707,18,10,492,524940,0,0,0,0,0,0,0,0,0,1479,1853,0,3
663d7ba1071e7b72289edbad,23,21,36,2078,2,0,3,65,0,0,0,0,0,0,0,0,0,7236,187,0,3
663d7ba1071e7b72289edba9,11,1,13,604,0,0,1,7,0,0,0,0,0,0,0,0,0,2371,2990,0,3
663d7ba1071e7b72289edba5,13,1,19,852,0,0,2,4,0,0,0,0,0,0,0,0,0,2371,2990,0,3
663d7ba1071e7b72289edba1,51,8,86,4974,18,14,74,367460,0,0,0,0,0,0,0,0,0,801,1283,0,3
663d7ba1071e7b72289edb9d,40,10,49,1353,0,1,1,55,0,0,0,0,0,0,0,0,0,3883,1355,0,3
663d7ba0071e7b72289edb99,10,25,80,3992,1,0,2,62,0,0,0,0,0,0,0,0,0,521,237,0,3
663d7ba0071e7b72289edb95,17,33,72,977,6,4,11,121,0,0,0,0,0,0,0,0,0,1834,669,0,3
663d7ba0071e7b72289edb91,101,33,313,29636,4,0,38,573,0,0,0,0,0,0,0,0,0,2463,1055,0,3
663d7ba0071e7b72289edb8d,30,10,66,3442,1,0,4,46,0,0,0,0,0,0,0,0,0,98,44,0,3
663d7ba0071e7b72289edb89,45,37,56,1390,0,0,2,26,0,0,0,0,0,0,0,0,0,6057,198,0,3
663d7ba0071e7b72289edb85,30,5,18,1313,1,0,3,64,0,0,0,0,0,0,0,0,0,805,4,0,3
663d79ffecd9b6723464e79f,11,21,2961,206679,1326,9946,45828,9497825,0,0,0,0,0,0,0,0,0,199,133,0,5
663d79ffecd9b6723464e79b,12,135,731,19360,1326,9946,45829,9498914,0,0,0,0,0,0,0,0,0,144,568,0,5
663d79ffecd9b6723464e797,116,545,2844,552649,14,15,90,568057,0,0,0,0,0,0,0,0,0,11,679,0,5
663d79feecd9b6723464e793,59,219,1137,220192,14,15,90,568057,0,0,0,0,0,0,0,0,0,11,679,0,5
663d79feecd9b6723464e78f,22,24,179,78491,1,0,4,1309,0,0,0,0,0,0,0,0,0,11,679,0,5
663d79feecd9b6723464e78b,16,1,251,19506,128,197,1089,302199,0,0,0,0,0,0,0,0,0,691,814,0,5
663d79feecd9b6723464e787,17,6,517,13972,186,330,1665,272105,0,0,0,0,0,0,0,0,0,97,560,0,5
